ID,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
286,steelking16,I NEEDED TO MAKE A NEW TWITTER ACCOUNT THERE ARE ONLY TWO SEXS MALE AND FEMALE THERE ARE ONLY GAY AND STRIAGHT PEOPLE THEN THERE ARE CROSSDRESSERS,,932,52,5691,0,FDA Says It Now Needs 75 Years to Fully Release Pfizer Trial Data| Facts... https://t.co/tfkGthajJe via @YouTube,[]
287,Cat_Gray14,"Tar Heel born, Tar Heel bred. Crazy cat lady. Grammar police. #GoHeels #KeepPounding",North Carolina,325,364,44663,574,"💉 People who have previously had Covid or been vaccinated have far less protection against omicron than they do for other variants, according to the first data of its kind

Read more: https://t.co/7mscS3ePG2",[]
288,SwaledaleMutton,"The Swaledale Mutton company, a small family business.  We supply top quality prime mutton direct, and also run Sheep Keeping courses for smallholders!",United Kingdom,2846,2707,45162,1,@SwaledaleMutton Had my Pfizer booster yesterday.,[]
289,Time2Coach,"Psychologist,ICF accredited Leadership Coach. *Time To Think* Alumni and Practitioner. German by passport,South African by choice.",Cape Town/South Africa,685,3044,277115,2,"We have folk who have been dodging their 2nd Pfizer jab for many months to date. How are we even gonna convince them to go for their 2nd &amp; 3rd jabs now??

Oh, vaccine mandates. Cyril &amp; Nedlac, you beauties☺️😊 https://t.co/bHSXTAtlap",[]
290,ChinyereNwonye,Public Health. Media and Comms. Infodemic Manager 🦄 University of Stirling Alumna.,"Abuja, Nigeria",558,4156,74081,0,"“Following detection of the Omicron variant of COVID-19 in 🇳🇬, the FG reviewed the country’s vaccination programme &amp; resolved to introduce the booster dose using the Pfizer Bio-N-Tech vaccine across the country. This will take effect from tomorrow, Friday, 10th of December 2021.”",[]
291,GammonBalls,I'm just not smart enough to trust the government.,Home,398,139,9133,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
292,AlexChad1,,,231,158,3993,2485,"Tens of thousands of Serious Adverse Reactions, over 1200 dead in the first 90 days of this trial and Pfizer did everything they could to try to conceal &amp; bury this data for 55 years. Our corrupt &amp; negligent governments betrayed us must be held to account !https://t.co/lFFXGXrwtm",[]
293,realdoctweets,Attorney | Arbitrator | DOC # 8 | #Boltup | STH #322 | Philip Rivers Stan | Dad x3 Husband x1 | Defender of Unpopular Opinions | #Adoption | #Dogs,"Ventura, CA",1049,159,2189,1366,"I totally believe this, given that we discovered “Omicron” last week. Sounds plausible they already conducted a study showing three shots of Pfizer is protective against it. https://t.co/MtNhZmFvKC",[]
294,philbey2,"Geographer into places that are cold, wet, and becoming. Dreams of being a famous Norwegian but will settle for Geordie with New York attitude. he/him/youse",,421,1157,1542,0,@rebeccahodge100 @jpthompson @LaurenLMartin I had Pfizer over the weekend and had only minor (arm pain) reactions; less than my the reactions to two earlier Astra Zenecas.,[]
295,Whatyouareafra1,Free speech is only allowed when you’re saying what you’re allowed say and agree with the consensus,,117,76,3722,19,So NIAC approved the pfizer vax for kids and the HSE says it's up to parents to decide if they take it. How long will that last when they don't turn up...,[]
296,25thcenturygirl,"2021
When is the vaccine for eradicating white supremacy available?",Where I belong,2254,1987,274870,2267,"Man, apparently Pfizer's booster has a couple of pretty unexpected side effects https://t.co/JUaRQPCeAc",[]
297,1BuvNews,"¯\_( ͡❛ ͜ʖ ͡❛)_/¯
#Censorship
#Conspiracies
#Corruption
#Coverups
#COVID 
#Espionage 
#MindControl
#NWO
#Paradoxes
#Pharma
#Politics
#Protests
#War
#WizardWatch",,1639,464,1408,0,Disclosing Pfizer vaccine data ‘may take until 2096’ — RT USA News https://t.co/vnlNVlioUH,[]
298,FairesD,"IT Analyst, Guitarist, Anti-War/Imperialism/NATO/Neoliberalism/MSM, Ape #amc #amcsqueeze
-THIS IS A WAR AGAINST YOU-",Oldenburg (Oldenburg),577,239,5301,545,"From CNN.  Maybe they are starting to wake up and smell the coffee?

Omicron coronavirus variant partly evades Pfizer vaccine's protection, study shows
By Maggie Fox, CNN
https://t.co/lRO3Qlt1Jn",[]
299,andreamoffat,Work in Progress. Mom. Consultant. Facilitator. Trying to do my part. Founder of Divercity Consultants. Tweets are my own.,"Toronto, ON",2768,2062,28824,2,"Austrian lab evidence of Omicron neutralization, including Pfizer, Moderna and mixed doses. Again, the message is get a third dose to up your immunity. https://t.co/nu4gnrZUhM",[]
300,SHurrell1,,,193,144,14466,1,@SwaledaleMutton Had my Pfizer booster yesterday.,[]
301,more_unicorns_g,"After all that nonsense on Staten Island, I cut loose to Pennsylvania. Because it sounds like ""Transylvania"", and we all know that sounds cool.","Pennsylvania, USA",853,930,20174,0,@Corleone_Roller Have you been following project veritas? They’re exposing Pfizer.,[]
302,ashtonlawrence,,"Indiana, USA",2029,689,3678,1366,"I totally believe this, given that we discovered “Omicron” last week. Sounds plausible they already conducted a study showing three shots of Pfizer is protective against it. https://t.co/MtNhZmFvKC",[]
303,QCK1902,,,571,255,31374,315,Pfizer Is Lobbying to Thwart Whistleblowers Exposing Fraud https://t.co/stmI2HzgWJ,[]
304,Mhelo1983,The best thing in life comes to those who wait patiently,,130,4,1,0,This second dose of Pfizer really strong...#Booster #VaccineSideEffects,"['Booster', 'VaccineSideEffects']"
305,KwameA009,"Anti-war, follower of geopolitics.","London, UK",3867,5405,11502,0,@ToddK41820375 @PearsonSmith10 And especially when you take into account Pfizer's past record of dishonesty and the amount of times they've received huge fines.,[]
306,_ShotaManDown,Shetaut Neter,,2182,3244,55245,72,"55 years isn't enough. Pfizer now needs 20 more years, a total of 75 years, to disclose all of the data and information it relied upon to license their COVID-19 vaccine.

The year would be 2096.

https://t.co/KFKNroPabw",[]
307,FabiMazzarella,,,147,58,914,802,NEW YORK (AP) — Pfizer says early lab tests suggest COVID-19 boosters provide protection against omicron variant.,[]
308,rnbbaby_,\ mah - me \ • https://t.co/vL4wgSbnlz,nowhere ,264,2076,115107,18,"If you're in Accra looking for AstraZeneca, Pfizer or Moderna #COVID19 vaccines, @rabito_clinic is administering shots until 1PM today!

Contact information is listed on the flyer, and remember to take some form of ID with you. https://t.co/pbLfktHzNS",['COVID19']
309,marswoodward,I am focused on saving my American Dream in beautiful South Florida. I will not comply. Become ungovernable.,"Boca Raton, FL",1178,185,3155,2,"Four...  
 https://t.co/eNhTuwq1B4",[]
310,UltracoachSA,"23 Comrades. 193 Marathons. Multiple Iron Man and IM70.3 age group winner. Top 10 AG #IMkona world champs. Boring CPA by profession, tri racing snake by choice.",South Africa,70,416,10482,24,"JUST IN: Teenagers between 12-17 years old are eligible for a second #COVID19 dose as of today. Teens who got there dose 42 days again, are eligible now for a second dose. It’s the same #Pfizer vaccine administered in adults. #eNCA",['COVID19']
311,Xaoshaokno,"U.S. citizen, born in Columbus, OH. Married to an incredible talented artist. Looking to build with anyone for a positive progressive future.","Quezon City, National Capital ",2842,626,153398,61,"Covid-19 live updates: Omicron may require fourth vaccine dose, Pfizer says 
https://t.co/lu31N7sE04",[]
312,RoyWeckx,,,61,4,19,2303,Fantastic news. Initial lab studies show a third dose of Pfizer’s COVID-19 vaccine neutralizes Omicron. A booster with the current version of the vaccine RAISES antibodies 25-FOLD providing a similar level as observed after two doses against the original virus and other variants!,[]
313,TeresabDB62,"This is not really a picture of me, but everyone tells me I look very similar (but much better looking😊).",,1353,2374,149749,5,I would add to this my previous cautionary tweet regarding the rather overly optimistic proclamations emanating from Pfizer https://t.co/JvxPWCSZ1j,[]
314,BaloneTone,The TRUTH is important! Do your own research! STOP ALL THE HATE!!! A retweet does not mean agreement! The Parties are over. McConnell turned me Independent,"NOYB, USA",4070,3707,150746,2164,"BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expectancy BOTH SEXES COMBINED is 73.2 years...",[]
315,p4rsn1p,うんこ she/her — bag of mostly water,"Pawni, India",363,59,2955,2267,"Man, apparently Pfizer's booster has a couple of pretty unexpected side effects https://t.co/JUaRQPCeAc",[]
316,JBisAlwaysRight,"Certified Blockhead / @WashingtonNFL fan NO MATTER WHAT / #libertarian, whatever that means / Affiliated with nobody / Another day = Another Opportunity",It's just an illusion anyway,3687,1293,10842,0,"@colorblindk1d Wow, the lady at CVS was right, I guess. I now have natural immunity, Pfizer, and Moderna. Am I now Spiderman?",[]
317,osopatagoniko,-casado- papa - Racing Club-blabla-,,2227,519,769,233,"Pfizer won’t deliver their product in countries that will not shield them from liability for injury or death.

What does this tell you ?",[]
318,dr_dzus,"husky dad, ex-mil, geology, private pilot, engineer - recovering ex-dem, anti-mandate/lockdown - pronouns: lets/go/brandon",PNW,456,172,695,0,"Anyone else find it odd that there is ~still~ only one fully-approved COVID vaccine in the US? 
Pfizer's #Comirnaty was approved back in August.",['Comirnaty']
319,ListeningToStar,Space Acc… Active since May ‘21....mostly follow space hosts! selenophile.,@SPACES,78,94,973,0,@bhibatsam Got my Pfizer booster last week. Down for a day 🤷‍♂️. Good luck !,[]
320,margaret410,Travel Industry Insider,"Plantation, FL and Boston, MA",1225,348,30824,80,"#pandemicoftheunvaccinated

552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https://t.co/IE8kL8XOxM",['pandemicoftheunvaccinated']
321,tumelolove,,,966,1141,107607,1366,"I totally believe this, given that we discovered “Omicron” last week. Sounds plausible they already conducted a study showing three shots of Pfizer is protective against it. https://t.co/MtNhZmFvKC",[]
322,Ultralimited18,You can't change the truth!,,108,1,181,1410,How many boosters until the CEO of Pfizer can buy a 500-foot yacht and three football teams?,[]
323,dawgstersnft,"Dawgsters is an NFT collection of 3, 333 awesome, unique, and precious dogs. #LTDO #Dwgstrs #DawgFam join our Dawg family - https://t.co/ehezpXP9Le",CryptoWorld,697,861,81,0,"@Effie_Sunshine I just got 1 shot of pfizer, not feeling okay...",[]
324,Shauncxrp,,Canada,862,270,4687,53,"Who is ready to roll the dice for the fourth time in a year?

What's the worst that can happen? 😑
https://t.co/kBAPmScO2X",[]
325,JimBulger3,I am a fully vaccinated Canadian. So happy.,,77,94,37137,3768,"The new data from Pfizer on vaccine effectiveness against Omicron is encouraging. This reinforces what my medical advisors have been emphasizing: that boosters give you the highest protection yet.

Anyone who is eligible and has not been boosted should go get a booster today.",[]
326,maehrzjy,indolic soliloquy,,1445,1839,88618,512,CORONAVIRUS: Pfizer says third dose of coronavirus vaccine increases antibody titers by twenty-five times and neutralized omicron variant in lab tests,[]
327,Arlene1971,"Adding *sparkle* to my patients’ lives, immune to mind control, philosophy B.A. 
My opinions are my own.God is good. #maverick_party #wildrose ✝️","Calgary , Alberta ",4042,3068,21139,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
328,Hamish1McTavish,,,249,64,3628,57,"Wodonga mother of two Sandy thought she was having a heart attack after her second Pfizer vaccine. Diagnosed with pericarditis, 4 weeks later she’s still too ill to work.
“I still have body shakes, dizziness, chest tightness, difficulty breathing. Every day’s a massive struggle.” https://t.co/2xN5TsqBbo",[]
329,mollyfud,"Husband,Father. Former Principal Support Engineer4Progress Software. Opinions&positions 
expressed Rmy own&dont necessarily reflect those I work for.","Melbourne, Australia",2659,2217,118018,1,"#BREAKING
ATAGI HAS GIVEN THE GREEN LIGHT TO PFIZER FOR KIDS 5-11 
8 WEEKS BETWEEN DOSES NOT 3. 

#Auspol #covid19vic #covid19nsw #covid19aus","['BREAKING', 'Auspol', 'covid19vic']"
330,Rufaro_Samanga,"Digital Epidemiologist @palindromedata • Vaccines Educationist • MSc Epidemiology and Biostats, Wits University • Writer • Host of the @blackademicshow","Johannesburg, South Africa",899,4931,27580,54,"BREAKING: [Thread] 1. From today, teens between 12 and 17 years are eligible for a 2nd dose of #Pfizer's #COVID19 vaccine (up until now they could only get 1 dose). 

That's why some parents got sms's this morning for their teens. https://t.co/qPwblT52F4","['Pfizer', 'COVID19']"
331,DocMDND,MD.🫀ND. Sick of the #CorruptMedicalSystem Exploring #AlternativeMedicine #FunctionalMedicine #IntegrativeMedicine #ComplementaryTherapies #HerbalMedicine,,518,74,898,80,"#pandemicoftheunvaccinated

552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https://t.co/IE8kL8XOxM",['pandemicoftheunvaccinated']
332,mirageturning,John 8:32,,1439,820,1169,0,FDA Asks Federal Judge to Grant it Until at Least the Year 2096 to Fully Release Pfizer’s COVID-19 Vaccine Data https://t.co/LvPCd5WhE6,[]
333,jeanyveslafitte,Médecin attérré et toujours pas résigné,France,78,43,837,1410,How many boosters until the CEO of Pfizer can buy a 500-foot yacht and three football teams?,[]
